name,level,start_point,end_point,duration_days
Trail8356,hard,7637,701,15
Trail8357,easy,9248,8350,2
Trail8358,medium,6148,2592,25
Trail8359,hard,4861,4163,21
Trail8360,hard,7966,1028,26
Trail8361,hard,4533,7567,20
Trail8362,medium,4749,3546,18
Trail8363,medium,5784,9888,1
Trail8364,hard,7614,1955,26
Trail8365,medium,4840,8066,30
Trail8366,easy,4988,3895,23
Trail8367,medium,6618,2818,26
Trail8368,easy,9679,3344,28
Trail8369,easy,7134,334,7
Trail8370,easy,9801,2600,19
Trail8371,easy,4844,304,22
Trail8372,medium,5804,8405,25
Trail8373,medium,2090,5648,14
Trail8374,easy,1072,139,25
Trail8375,easy,9843,5743,10
Trail8376,hard,9040,3864,22
Trail8377,hard,4659,7524,15
Trail8378,easy,3247,9500,10
Trail8379,easy,2688,1037,4
Trail8380,easy,9796,9342,14
Trail8381,easy,6257,5651,16
Trail8382,hard,7591,5037,27
Trail8383,easy,5928,8552,20
Trail8384,hard,1560,4840,6
Trail8385,easy,89,9321,28
Trail8386,medium,2692,2161,27
Trail8387,medium,2044,2988,11
Trail8388,medium,6154,6315,28
Trail8389,easy,9609,5868,4
Trail8390,medium,3932,4071,22
Trail8391,medium,5396,6223,9
Trail8392,hard,795,481,28
Trail8393,easy,512,8423,16
Trail8394,medium,3342,1638,21
Trail8395,hard,7494,3215,29
Trail8396,easy,4642,2369,8
Trail8397,hard,5532,6942,10
Trail8398,hard,4827,9122,15
Trail8399,hard,2296,2609,26
Trail8400,easy,4431,8944,8
Trail8401,easy,643,9422,24
Trail8402,easy,3156,984,10
Trail8403,hard,8286,8798,28
Trail8404,medium,7748,3221,13
Trail8405,easy,9229,4398,7
Trail8406,hard,8313,6688,12
Trail8407,hard,9922,8727,22
Trail8408,hard,3985,4367,28
Trail8409,easy,4953,1775,18
Trail8410,hard,8159,9840,22
Trail8411,easy,8234,2686,15
Trail8412,medium,9231,4290,22
Trail8413,medium,3185,3171,2
Trail8414,hard,7200,5471,9
Trail8415,easy,1171,4992,15
Trail8416,hard,2135,2200,4
Trail8417,medium,2364,7955,3
Trail8418,medium,8472,9611,1
Trail8419,hard,9319,2144,13
Trail8420,medium,4873,7987,17
Trail8421,hard,9164,8038,28
Trail8422,hard,8363,5116,6
Trail8423,hard,6217,1076,6
Trail8424,medium,331,8460,4
Trail8425,easy,1397,9324,14
Trail8426,easy,1997,5548,9
Trail8427,easy,1217,1250,28
Trail8428,medium,9113,3463,24
Trail8429,medium,8822,1475,27
Trail8430,medium,7240,2078,26
Trail8431,hard,3312,2640,24
Trail8432,hard,3077,5529,11
Trail8433,easy,3232,1989,6
Trail8434,easy,5361,6754,25
Trail8435,medium,8163,471,5
Trail8436,medium,307,6239,27
Trail8437,medium,328,8406,1
Trail8438,hard,743,6714,21
Trail8439,hard,1669,7331,13
Trail8440,hard,3765,8320,17
Trail8441,hard,8606,7499,2
Trail8442,hard,3230,4794,29
Trail8443,medium,1030,492,27
Trail8444,easy,2328,1906,26
Trail8445,hard,321,3608,30
Trail8446,easy,7909,4351,7
Trail8447,hard,8248,2764,30
Trail8448,medium,1715,8266,7
Trail8449,easy,8458,1231,23
Trail8450,hard,9531,5391,4
Trail8451,hard,4159,3568,8
Trail8452,hard,1431,9781,17
Trail8453,hard,8227,6625,15
Trail8454,easy,9166,626,17
Trail8455,medium,7438,1135,25
Trail8456,hard,8427,3043,22
Trail8457,medium,9175,4842,14
Trail8458,easy,3316,3396,7
Trail8459,medium,9768,2182,16
Trail8460,hard,7407,8111,27
Trail8461,easy,5806,4198,26
Trail8462,medium,5314,1608,15
Trail8463,easy,1082,8721,22
Trail8464,medium,9861,2258,30
Trail8465,hard,7702,9634,10
Trail8466,medium,1674,149,9
Trail8467,easy,4430,9077,24
Trail8468,hard,650,8301,24
Trail8469,hard,9434,4038,26
Trail8470,hard,5906,4020,2
Trail8471,easy,3899,8321,16
Trail8472,hard,8195,2705,20
Trail8473,easy,7848,1951,29
Trail8474,medium,2474,9454,28
Trail8475,medium,8707,5446,28
Trail8476,easy,7108,9150,2
Trail8477,hard,4446,551,3
Trail8478,easy,1547,9368,8
Trail8479,easy,8466,5878,12
Trail8480,medium,7612,9688,26
Trail8481,hard,9873,7314,25
Trail8482,easy,8436,9858,28
Trail8483,hard,2781,3368,20
Trail8484,medium,3015,8548,20
Trail8485,hard,4171,2159,24
Trail8486,hard,4322,9458,9
Trail8487,easy,8966,9903,17
Trail8488,medium,4866,2454,21
Trail8489,easy,4602,6583,23
Trail8490,easy,4241,3852,4
Trail8491,easy,9266,6758,5
Trail8492,easy,3350,5699,5
Trail8493,hard,4971,3094,4
Trail8494,hard,2928,9217,25
Trail8495,easy,9754,6535,7
Trail8496,easy,4025,5330,24
Trail8497,hard,4362,6334,14
Trail8498,easy,4614,8468,1
Trail8499,hard,271,3815,5
Trail8500,easy,5241,1694,29
Trail8501,easy,50,6540,24
Trail8502,hard,63,2703,21
Trail8503,hard,8548,3534,21
Trail8504,easy,6079,9177,16
Trail8505,medium,2740,7351,5
Trail8506,easy,1053,5438,9
Trail8507,easy,2765,4854,30
Trail8508,easy,3571,281,15
Trail8509,medium,6976,6032,4
Trail8510,hard,2739,813,24
Trail8511,medium,3306,4100,15
Trail8512,medium,8710,3330,8
Trail8513,easy,257,6911,24
Trail8514,medium,3435,4551,15
Trail8515,medium,7648,7076,21
Trail8516,easy,8854,614,5
Trail8517,easy,7152,4123,12
Trail8518,hard,9784,5374,4
Trail8519,hard,6293,518,19
Trail8520,hard,4591,5139,17
Trail8521,easy,9180,6741,18
Trail8522,easy,9862,6916,17
Trail8523,easy,8690,6731,1
Trail8524,hard,1197,1346,1
Trail8525,hard,3375,9944,22
Trail8526,hard,5031,8643,13
Trail8527,hard,6218,8984,5
Trail8528,easy,7836,3308,16
Trail8529,easy,6927,5177,2
Trail8530,hard,1202,7872,1
Trail8531,hard,8726,9970,27
Trail8532,hard,4059,6388,13
Trail8533,hard,5454,4124,21
Trail8534,medium,8554,8910,30
Trail8535,medium,6412,7658,28
Trail8536,hard,9127,7025,6
Trail8537,medium,6954,5633,8
Trail8538,medium,2218,6425,26
Trail8539,hard,4390,3808,5
Trail8540,easy,5643,9945,10
Trail8541,hard,7818,8191,17
Trail8542,easy,7517,9000,24
Trail8543,hard,3027,5392,8
Trail8544,medium,1123,9184,16
Trail8545,easy,6650,5620,3
Trail8546,hard,502,4170,26
Trail8547,medium,8036,9824,11
Trail8548,hard,9111,365,8
Trail8549,hard,8329,8845,1
Trail8550,easy,9178,4188,8
Trail8551,easy,3620,321,8
Trail8552,medium,3878,6857,25
Trail8553,easy,6150,6637,1
Trail8554,easy,8987,3472,2
Trail8555,medium,7109,6881,30
Trail8556,hard,9224,1722,3
Trail8557,medium,1609,4347,18
Trail8558,medium,5178,6682,10
Trail8559,medium,6255,765,4
Trail8560,hard,9142,6518,28
Trail8561,hard,1133,6650,13
Trail8562,easy,7758,8584,29
Trail8563,easy,4227,2141,23
Trail8564,hard,6785,270,20
Trail8565,medium,623,3969,5
Trail8566,hard,1688,6186,13
Trail8567,easy,9649,2401,15
Trail8568,hard,8049,9844,11
Trail8569,medium,8255,2638,24
Trail8570,medium,5472,4186,12
Trail8571,easy,7522,4143,2
Trail8572,easy,8609,1541,22
Trail8573,medium,4250,6485,10
Trail8574,medium,5067,1941,17
Trail8575,easy,2785,7460,28
Trail8576,medium,9090,407,16
Trail8577,hard,5357,6064,28
Trail8578,medium,4249,7852,26
Trail8579,hard,7192,2415,11
Trail8580,medium,4279,6743,3
Trail8581,hard,1398,2679,25
Trail8582,medium,8866,8384,30
Trail8583,hard,8716,2558,6
Trail8584,medium,4054,114,7
Trail8585,hard,963,2745,3
Trail8586,hard,8814,2920,12
Trail8587,hard,8820,3459,1
Trail8588,easy,6650,1927,2
Trail8589,medium,5267,5065,14
Trail8590,medium,5144,5392,10
Trail8591,medium,2107,5341,18
Trail8592,easy,2606,8820,7
Trail8593,medium,4672,1881,6
Trail8594,easy,3278,4404,14
Trail8595,medium,8807,6558,19
Trail8596,hard,4463,9705,9
Trail8597,medium,1211,2504,4
Trail8598,easy,3850,9767,20
Trail8599,medium,3826,5605,15
Trail8600,hard,8943,5201,7
Trail8601,easy,9931,4295,16
Trail8602,easy,6766,7172,26
Trail8603,easy,5283,978,1
Trail8604,hard,4630,9319,23
Trail8605,easy,3936,6869,6
Trail8606,medium,1532,860,25
Trail8607,easy,2913,9067,10
Trail8608,hard,8681,8058,29
Trail8609,hard,158,6787,6
Trail8610,hard,3452,2677,25
Trail8611,medium,8676,2992,8
Trail8612,medium,1967,476,25
Trail8613,easy,3977,3577,27
Trail8614,medium,8543,1546,8
Trail8615,medium,2550,77,9
Trail8616,medium,7381,2008,6
Trail8617,medium,3696,6470,14
Trail8618,medium,9876,6123,25
Trail8619,easy,9855,2124,22
Trail8620,easy,9020,7364,12
Trail8621,hard,5205,6143,2
Trail8622,medium,830,6896,1
Trail8623,medium,3998,9491,19
Trail8624,medium,1444,1433,11
Trail8625,easy,7065,1383,6
Trail8626,medium,7030,2308,16
Trail8627,medium,7982,1170,1
Trail8628,medium,8804,4624,13
Trail8629,hard,7540,8036,12
Trail8630,medium,3469,1213,17
Trail8631,easy,8278,4753,3
Trail8632,hard,7492,6227,9
Trail8633,medium,3741,1494,18
Trail8634,medium,214,2163,19
Trail8635,easy,2674,9400,29
Trail8636,easy,6840,4069,13
Trail8637,easy,6941,7292,14
Trail8638,medium,5864,7709,13
Trail8639,easy,1190,6359,7
Trail8640,hard,1850,6518,13
Trail8641,easy,2728,3177,11
Trail8642,easy,6892,7379,15
Trail8643,hard,5800,2463,2
Trail8644,medium,6241,6913,29
Trail8645,easy,8554,5465,15
Trail8646,hard,1351,9003,13
Trail8647,hard,9394,7983,20
Trail8648,easy,9964,9627,22
Trail8649,easy,7704,1950,21
Trail8650,easy,8163,5154,2
Trail8651,easy,8982,6795,6
Trail8652,medium,5455,8443,4
Trail8653,easy,4186,8258,9
Trail8654,hard,2658,7817,26
Trail8655,easy,1447,240,3
Trail8656,hard,1138,4189,24
Trail8657,hard,7624,2536,2
Trail8658,easy,1500,5047,19
Trail8659,easy,3146,588,17
Trail8660,hard,5354,8475,2
Trail8661,hard,9388,4458,2
Trail8662,medium,692,9712,30
Trail8663,medium,1808,6002,3
Trail8664,easy,6980,8234,23
Trail8665,medium,2132,3405,30
Trail8666,easy,5103,1512,5
Trail8667,medium,2284,5590,30
Trail8668,hard,4052,9795,22
Trail8669,hard,5149,1814,4
Trail8670,easy,7197,7428,28
Trail8671,easy,8858,9263,24
Trail8672,medium,3359,8039,24
Trail8673,hard,3847,2678,6
Trail8674,easy,3612,258,18
Trail8675,easy,8157,4104,19
Trail8676,hard,1768,3551,14
Trail8677,easy,1553,1512,18
Trail8678,medium,6137,9951,5
Trail8679,easy,1841,7716,2
Trail8680,medium,5616,7568,15
Trail8681,easy,5866,5635,24
Trail8682,medium,7181,9130,4
Trail8683,medium,7798,9142,28
Trail8684,easy,9064,4496,29
Trail8685,hard,9944,2053,1
Trail8686,hard,7915,3701,28
Trail8687,medium,1509,3780,6
Trail8688,easy,2772,9490,12
Trail8689,medium,445,8231,18
Trail8690,easy,3329,877,8
Trail8691,easy,9968,912,1
Trail8692,hard,5517,5791,12
Trail8693,easy,383,8349,7
Trail8694,easy,5943,3524,11
Trail8695,easy,6560,125,5
Trail8696,easy,1050,7139,24
Trail8697,medium,6094,5428,20
Trail8698,easy,5018,772,26
Trail8699,easy,6606,3415,26
Trail8700,easy,2887,586,23
Trail8701,easy,9625,952,25
Trail8702,medium,1636,1654,14
Trail8703,hard,5238,8190,22
Trail8704,easy,8736,5612,16
Trail8705,medium,2077,6642,20
Trail8706,medium,421,7940,17
Trail8707,easy,5596,4435,15
Trail8708,medium,7848,2982,5
Trail8709,hard,8517,2834,25
Trail8710,medium,6260,678,26
Trail8711,medium,677,2957,1
Trail8712,hard,2545,2382,28
Trail8713,medium,8590,6938,22
Trail8714,hard,5199,3859,30
Trail8715,easy,495,7784,12
Trail8716,medium,854,1455,1
Trail8717,easy,1973,9500,21
Trail8718,easy,3195,5364,7
Trail8719,easy,2292,9267,10
Trail8720,medium,3379,9246,19
Trail8721,hard,7540,5030,25
Trail8722,hard,4921,4585,6
Trail8723,hard,3594,8959,24
Trail8724,hard,8108,5761,1
Trail8725,hard,5209,8244,2
Trail8726,medium,4936,3954,20
Trail8727,medium,7336,3773,5
Trail8728,medium,5533,9013,22
Trail8729,easy,4106,5012,29
Trail8730,hard,6096,9741,2
Trail8731,easy,2697,4326,29
Trail8732,easy,1108,1799,27
Trail8733,hard,2041,9064,21
Trail8734,medium,9984,7578,17
Trail8735,hard,2255,1452,16
Trail8736,medium,6223,3929,6
Trail8737,hard,5636,1049,27
Trail8738,medium,7994,412,9
Trail8739,medium,6682,8459,11
Trail8740,easy,9755,5549,12
Trail8741,easy,6548,9312,17
Trail8742,hard,7641,7979,10
Trail8743,medium,9485,8408,24
Trail8744,hard,951,4790,20
Trail8745,easy,7980,1755,25
Trail8746,hard,2844,4568,11
Trail8747,hard,2796,7077,22
Trail8748,hard,9293,2547,15
Trail8749,medium,4169,1649,28
Trail8750,hard,4964,8279,3
Trail8751,easy,7139,9336,29
Trail8752,easy,8898,2508,22
Trail8753,easy,9430,3068,27
Trail8754,easy,3207,5206,1
Trail8755,easy,3254,4331,27
Trail8756,hard,4331,6546,10
Trail8757,hard,564,3413,25
Trail8758,medium,3286,8608,1
Trail8759,hard,4073,12,2
Trail8760,easy,3835,5567,18
Trail8761,medium,3639,2774,1
Trail8762,medium,3819,107,1
Trail8763,easy,3035,9896,3
Trail8764,easy,6520,4182,20
Trail8765,hard,1351,980,1
Trail8766,easy,2228,5818,11
Trail8767,easy,8336,6399,29
Trail8768,medium,8556,19,3
Trail8769,medium,7569,4576,27
Trail8770,hard,3039,1670,23
Trail8771,easy,4463,9141,11
Trail8772,easy,1417,8578,2
Trail8773,hard,9982,7205,24
Trail8774,medium,4066,4280,5
Trail8775,medium,2141,582,6
Trail8776,hard,4596,5235,28
Trail8777,easy,8223,2470,25
Trail8778,medium,1085,9368,13
Trail8779,easy,278,1257,24
Trail8780,medium,892,2330,15
Trail8781,hard,6497,8750,18
Trail8782,easy,9571,8372,10
Trail8783,easy,7288,4095,8
Trail8784,easy,9952,5038,30
Trail8785,easy,7157,4695,21
Trail8786,medium,5568,823,12
Trail8787,hard,7968,9655,28
Trail8788,hard,8590,6119,3
Trail8789,medium,6204,2042,20
Trail8790,easy,6962,5598,6
Trail8791,hard,8487,4147,2
Trail8792,hard,317,4013,28
Trail8793,easy,2388,929,3
Trail8794,medium,9806,9150,2
Trail8795,medium,8040,6022,24
Trail8796,easy,531,9622,26
Trail8797,hard,5840,5128,14
Trail8798,medium,9312,1002,13
Trail8799,medium,6573,5734,27
Trail8800,medium,4649,4381,4
Trail8801,medium,4080,7306,17
Trail8802,easy,6499,9670,8
Trail8803,medium,5348,9766,12
Trail8804,easy,3431,2410,26
Trail8805,hard,2588,1344,24
Trail8806,medium,6426,7168,28
Trail8807,medium,5314,8694,2
Trail8808,medium,8407,9358,5
Trail8809,easy,7007,5433,9
Trail8810,hard,9597,138,10
Trail8811,medium,4764,4584,27
Trail8812,hard,3643,262,20
Trail8813,easy,2305,4519,22
Trail8814,hard,3280,5724,2
Trail8815,medium,7402,2526,5
Trail8816,hard,9309,504,4
Trail8817,easy,264,8296,19
Trail8818,medium,4761,4940,22
Trail8819,hard,9172,9643,3
Trail8820,easy,2468,2961,29
Trail8821,hard,7786,8126,21
Trail8822,hard,483,7410,5
Trail8823,medium,1839,9918,2
Trail8824,hard,9436,8713,5
Trail8825,medium,9731,4309,29
Trail8826,hard,2415,3745,26
Trail8827,medium,4600,2198,23
Trail8828,medium,3600,1987,2
Trail8829,easy,2414,8102,8
Trail8830,hard,290,8425,28
Trail8831,easy,1009,7137,16
Trail8832,easy,5015,5787,18
Trail8833,hard,3618,1704,10
Trail8834,medium,6045,5709,12
Trail8835,medium,8655,1522,19
Trail8836,hard,5662,1789,15
Trail8837,easy,3645,238,14
Trail8838,hard,1982,1306,7
Trail8839,medium,7545,864,5
Trail8840,medium,615,9885,15
Trail8841,medium,3647,5839,2
Trail8842,medium,4818,575,16
Trail8843,easy,5683,7571,15
Trail8844,medium,9301,5009,21
Trail8845,easy,2708,2150,17
Trail8846,medium,9616,5154,6
Trail8847,hard,3578,1359,21
Trail8848,easy,19,7053,29
Trail8849,medium,7118,6853,15
Trail8850,easy,5824,2661,19
Trail8851,medium,3817,7116,29
Trail8852,hard,3330,5863,29
Trail8853,easy,1123,7943,26
Trail8854,medium,1684,4241,14
Trail8855,easy,7731,517,5
Trail8856,hard,6597,3886,17
Trail8857,hard,6566,690,22
Trail8858,medium,1021,5462,23
Trail8859,hard,7645,1955,30
Trail8860,medium,2550,9142,10
Trail8861,hard,943,169,23
Trail8862,hard,4529,853,23
Trail8863,hard,8421,7401,27
Trail8864,hard,8137,5422,12
Trail8865,hard,3986,2024,15
Trail8866,medium,7013,3466,9
Trail8867,hard,918,3052,12
Trail8868,easy,1052,2244,12
Trail8869,hard,8035,4501,22
Trail8870,medium,1812,2076,17
Trail8871,medium,2799,7312,13
Trail8872,medium,3338,3866,23
Trail8873,easy,3220,9292,2
Trail8874,medium,6122,8785,17
Trail8875,easy,6461,738,7
Trail8876,medium,314,1039,9
Trail8877,hard,2190,6576,17
Trail8878,medium,8116,3755,26
Trail8879,medium,6968,3437,21
Trail8880,easy,3366,6066,24
Trail8881,easy,6761,3997,20
Trail8882,hard,8554,157,9
Trail8883,easy,5059,1560,11
Trail8884,easy,6523,5119,12
Trail8885,hard,9499,6375,18
Trail8886,medium,6364,9629,5
Trail8887,medium,8601,1330,5
Trail8888,easy,393,7223,11
Trail8889,medium,4169,4246,19
Trail8890,medium,5297,5331,21
Trail8891,hard,9986,2932,24
Trail8892,easy,4725,7242,2
Trail8893,easy,3395,9388,2
Trail8894,hard,3523,8515,8
Trail8895,easy,4472,5169,26
Trail8896,medium,7542,1424,27
Trail8897,easy,815,1863,4
Trail8898,medium,4645,6352,16
Trail8899,hard,7896,9592,29
Trail8900,medium,3862,1523,19
Trail8901,medium,3621,9823,28
Trail8902,easy,1860,988,10
Trail8903,medium,7988,6374,22
Trail8904,hard,1883,6100,30
Trail8905,medium,5263,3902,4
Trail8906,medium,9780,9528,8
Trail8907,medium,2793,3550,1
Trail8908,hard,4772,9224,15
Trail8909,medium,6130,1328,26
Trail8910,easy,7631,5942,10
Trail8911,easy,7146,3808,24
Trail8912,easy,3181,7342,19
Trail8913,easy,622,2961,19
Trail8914,easy,8580,5928,21
Trail8915,medium,4501,7915,17
Trail8916,easy,9123,7244,26
Trail8917,medium,5756,639,6
Trail8918,hard,472,5594,23
Trail8919,medium,3863,4218,14
Trail8920,hard,1643,6736,3
Trail8921,medium,4634,6195,4
Trail8922,easy,326,7941,11
Trail8923,medium,4522,882,10
Trail8924,easy,3040,5528,12
Trail8925,medium,4206,8794,13
Trail8926,hard,2387,8166,15
Trail8927,medium,6380,5770,3
Trail8928,easy,7320,3366,15
Trail8929,easy,8551,5725,7
Trail8930,medium,4139,8838,5
Trail8931,hard,6026,4993,7
Trail8932,hard,3678,8399,11
Trail8933,easy,9567,6435,22
Trail8934,hard,9021,1185,3
Trail8935,hard,2622,1182,21
Trail8936,medium,1284,5512,27
Trail8937,medium,4513,7172,12
Trail8938,easy,9635,8274,21
Trail8939,easy,2303,8038,7
Trail8940,easy,3546,1016,9
Trail8941,easy,9260,2601,23
Trail8942,medium,6303,897,28
Trail8943,easy,8246,2128,16
Trail8944,medium,5879,7632,8
Trail8945,medium,9867,2148,26
Trail8946,medium,4149,318,9
Trail8947,easy,6684,1385,1
Trail8948,easy,8243,2405,14
Trail8949,medium,1062,1122,29
Trail8950,easy,356,411,3
Trail8951,hard,4779,9682,14
Trail8952,hard,6354,4845,28
Trail8953,easy,1534,4851,22
Trail8954,medium,9548,360,15
Trail8955,hard,3339,2306,15
Trail8956,easy,3926,9076,9
Trail8957,medium,1304,1860,25
Trail8958,hard,4247,3728,21
Trail8959,easy,4043,6139,28
Trail8960,hard,4214,7969,2
Trail8961,medium,5866,6504,5
Trail8962,medium,605,1546,23
Trail8963,medium,7942,8361,8
Trail8964,easy,5866,3036,15
Trail8965,hard,4522,8538,9
Trail8966,hard,6984,6145,15
Trail8967,medium,3691,1274,15
Trail8968,hard,5981,2739,30
Trail8969,medium,5168,2061,15
Trail8970,easy,5310,445,26
Trail8971,hard,580,6350,5
Trail8972,hard,5152,1774,18
Trail8973,easy,9920,8850,2
Trail8974,easy,2564,5475,21
Trail8975,easy,5790,3815,2
Trail8976,medium,9573,6761,29
Trail8977,hard,5533,9466,5
Trail8978,hard,8415,7685,5
Trail8979,easy,3436,8434,20
Trail8980,easy,8537,4728,25
Trail8981,medium,5096,881,27
Trail8982,medium,4848,103,19
Trail8983,medium,6763,3468,28
Trail8984,medium,8346,2037,11
Trail8985,medium,7355,9367,25
Trail8986,medium,5908,733,11
Trail8987,hard,6499,8274,21
Trail8988,hard,9950,6131,23
Trail8989,easy,6754,2413,19
Trail8990,medium,2542,9646,11
Trail8991,easy,3542,439,16
Trail8992,medium,4394,49,6
Trail8993,medium,652,4328,5
Trail8994,medium,1396,4432,6
Trail8995,hard,221,1571,7
Trail8996,hard,898,3445,27
Trail8997,medium,9955,5102,9
Trail8998,hard,8412,8695,25
Trail8999,hard,4001,5364,14
Trail9000,hard,6877,1340,16
Trail9001,easy,6535,3699,14
Trail9002,hard,9859,6691,22
Trail9003,medium,3537,3972,7
Trail9004,hard,5892,6162,18
Trail9005,easy,1304,6402,28
Trail9006,hard,1927,7588,4
Trail9007,hard,8730,7553,12
Trail9008,easy,2761,3935,1
Trail9009,hard,845,8398,8
Trail9010,easy,9772,6949,7
Trail9011,hard,2394,3918,23
Trail9012,medium,1027,3657,21
Trail9013,easy,7768,2464,10
Trail9014,medium,8488,7661,8
Trail9015,hard,4578,2175,26
Trail9016,easy,4994,2488,17
Trail9017,easy,2874,9778,29
Trail9018,hard,9365,5698,5
Trail9019,medium,9876,788,30
Trail9020,easy,5332,624,17
Trail9021,easy,2635,4085,7
Trail9022,hard,7240,4254,11
Trail9023,easy,2005,9924,16
Trail9024,easy,3338,348,7
Trail9025,medium,8521,1223,6
Trail9026,easy,8472,2572,8
Trail9027,medium,1915,4508,7
Trail9028,medium,4116,1069,11
Trail9029,medium,8257,2540,12
Trail9030,hard,5581,2028,29
Trail9031,easy,125,4142,11
Trail9032,easy,6281,9332,18
Trail9033,hard,2058,5192,22
Trail9034,medium,7294,2553,5
Trail9035,medium,8216,5410,11
Trail9036,hard,8851,5804,24
Trail9037,hard,5854,5272,29
Trail9038,hard,6803,6219,16
Trail9039,easy,201,5640,14
Trail9040,medium,2871,8089,5
Trail9041,hard,3893,749,20
Trail9042,hard,5677,3996,6
Trail9043,hard,6941,1080,6
Trail9044,hard,1897,3075,10
Trail9045,hard,4583,7169,25
Trail9046,hard,3690,8774,16
Trail9047,easy,8455,8444,25
Trail9048,hard,3549,1834,26
Trail9049,medium,2026,5203,20
Trail9050,hard,5221,7294,3
Trail9051,hard,1104,184,30
Trail9052,easy,3610,251,10
Trail9053,medium,9344,5837,25
Trail9054,hard,3225,1109,23
Trail9055,hard,2963,5994,30
Trail9056,hard,141,8204,14
Trail9057,easy,9414,3776,27
Trail9058,hard,7907,9549,18
Trail9059,hard,5829,1671,15
Trail9060,hard,1721,1991,3
Trail9061,medium,2350,5635,10
Trail9062,medium,8831,7948,26
Trail9063,easy,4616,9618,22
Trail9064,easy,957,178,30
Trail9065,medium,6848,9509,16
Trail9066,hard,5931,8083,11
Trail9067,hard,2485,3627,1
Trail9068,easy,5106,4042,11
Trail9069,hard,2842,4072,26
Trail9070,medium,3097,6865,12
Trail9071,medium,1443,3426,2
Trail9072,hard,3939,7018,13
Trail9073,easy,4627,7556,18
Trail9074,hard,1549,8768,26
Trail9075,easy,3032,4577,26
Trail9076,hard,9784,8806,11
Trail9077,medium,6391,5490,28
Trail9078,easy,6376,8866,14
Trail9079,easy,5167,8001,22
Trail9080,hard,977,9652,10
Trail9081,easy,6438,1261,3
Trail9082,hard,9864,3698,11
Trail9083,hard,810,7381,21
Trail9084,hard,5044,4547,29
Trail9085,hard,4805,5329,14
Trail9086,medium,5645,9123,10
Trail9087,medium,9084,8765,23
Trail9088,easy,6151,8304,1
Trail9089,medium,5158,7110,5
Trail9090,easy,3292,6825,23
Trail9091,medium,105,9216,21
Trail9092,hard,2164,9663,2
Trail9093,hard,7497,7515,12
Trail9094,easy,3294,6380,29
Trail9095,medium,9586,3343,27
Trail9096,medium,8810,6288,5
Trail9097,easy,1715,3342,9
Trail9098,medium,1320,4167,11
Trail9099,hard,560,6984,4
Trail9100,medium,7484,5659,26
Trail9101,hard,872,7022,20
Trail9102,hard,2806,7354,13
Trail9103,hard,4195,8528,22
Trail9104,easy,9984,7262,1
Trail9105,hard,3498,2669,23
Trail9106,hard,2219,97,27
Trail9107,hard,7091,5990,18
Trail9108,hard,5798,8601,30
Trail9109,easy,4060,1433,13
Trail9110,medium,8148,5872,6
Trail9111,medium,8019,6095,19
Trail9112,easy,2618,4113,15
Trail9113,hard,7137,9054,5
Trail9114,hard,2288,2808,15
Trail9115,hard,2463,1928,14
Trail9116,medium,7397,3000,14
Trail9117,easy,8877,2059,12
Trail9118,medium,971,9717,1
Trail9119,medium,5370,4347,17
Trail9120,hard,494,216,26
Trail9121,easy,2889,4484,28
Trail9122,hard,92,4145,1
Trail9123,hard,6587,9695,15
Trail9124,easy,4010,8497,11
Trail9125,hard,3878,3298,26
Trail9126,medium,1630,7626,6
Trail9127,easy,7663,5970,3
Trail9128,medium,3711,2864,16
Trail9129,medium,8916,7812,19
Trail9130,easy,2571,5222,24
Trail9131,medium,3103,9584,11
Trail9132,easy,3141,3669,11
Trail9133,easy,3771,1603,5
Trail9134,medium,9995,553,18
Trail9135,medium,3131,6888,5
Trail9136,medium,8616,6104,3
Trail9137,medium,2870,5204,28
Trail9138,easy,9856,2627,7
Trail9139,easy,7624,3035,3
Trail9140,medium,9058,9821,5
Trail9141,hard,5828,6380,9
Trail9142,medium,8566,9833,27
Trail9143,hard,603,1449,1
Trail9144,easy,27,1514,2
Trail9145,hard,3549,3810,6
Trail9146,hard,1206,7946,20
Trail9147,easy,9103,4152,12
Trail9148,easy,6291,5810,2
Trail9149,medium,2711,740,19
Trail9150,hard,6278,6478,18
Trail9151,easy,6689,2730,16
Trail9152,easy,6817,249,7
Trail9153,hard,4469,3886,10
Trail9154,easy,2814,3771,15
Trail9155,medium,8139,6662,5
Trail9156,easy,6492,3433,30
Trail9157,easy,6772,1392,16
Trail9158,medium,7837,8791,27
Trail9159,easy,3886,4871,5
Trail9160,medium,7672,1595,1
Trail9161,easy,473,3021,1
Trail9162,easy,6113,3072,3
Trail9163,medium,1891,7711,14
Trail9164,hard,2468,6197,29
Trail9165,medium,6200,9661,21
Trail9166,hard,6804,7716,9
Trail9167,easy,436,9107,5
Trail9168,easy,5145,6976,20
Trail9169,hard,2945,7391,3
Trail9170,medium,3596,2341,23
Trail9171,medium,6788,4296,12
Trail9172,hard,2318,8251,18
Trail9173,easy,5087,822,4
Trail9174,easy,4213,979,21
Trail9175,medium,5463,7661,26
Trail9176,medium,9082,648,19
Trail9177,hard,9047,7521,12
Trail9178,hard,4744,9090,29
Trail9179,medium,3290,3921,2
Trail9180,hard,6617,8615,4
Trail9181,medium,9143,962,26
Trail9182,hard,7798,3471,18
Trail9183,medium,9381,4394,24
Trail9184,easy,497,2707,3
Trail9185,medium,6541,960,15
Trail9186,hard,389,9640,8
