name,train_station
Parkershire,1
Theresaburgh,1
South Stacyhaven,0
West Amberbury,1
Colonhaven,1
Florestown,1
South Donaldtown,0
Lake Joshuashire,0
Port Jeffview,0
South Elizabethtown,0
Dorothyland,1
East Christina,1
Lake Deniseton,1
Lake Robertaton,0
Lake Cherylton,0
Chavezton,1
Oconnellport,0
Shermanburgh,1
East Nathaniel,1
Mitchellton,0
North Mary,1
North Connie,0
Michaelville,0
New Darlenestad,1
West Christopherberg,1
North Brianport,1
Sarahfurt,1
Russellport,1
North Josephshire,0
Lake Robertberg,1
Riverachester,0
East Cindy,0
South Tanyaton,0
Port Thomas,1
Morganmouth,1
Marquezland,1
Lisaton,0
North Tannermouth,1
Fergusonview,1
Annaborough,0
South Brendan,1
Huberchester,0
East Kellyburgh,1
North Kelsey,0
East Josephchester,1
Christyshire,1
Bellmouth,1
Port Barbarabury,1
Lake Arthurfurt,0
Patriciamouth,1
Garciaton,1
Rodriguezview,0
East Darlene,0
Montgomeryfort,0
Anthonyside,1
Petersstad,0
New Jamesfort,0
South Jeremyton,1
Sotofort,1
New Colleentown,0
West Ashleebury,1
Port Williammouth,1
Port Davidland,1
New Aaronmouth,1
North Antoniomouth,0
Nealport,1
Johnport,1
East Johnnyton,0
Port Sueburgh,0
Lake Hannahchester,1
New Lauraton,1
Perryberg,0
Brianstad,0
West Christopher,0
Taramouth,1
West Gregorybury,0
Markberg,1
Ericabury,0
New Gregory,1
Lake Maxwell,1
Burkeville,0
Rangeltown,0
Port Kylemouth,1
Moyerhaven,0
Nathanland,1
Tinatown,0
Brownhaven,1
West Becky,0
Hardystad,0
Mooneyfort,0
Alvaradoland,0
West Margaretton,0
New Morgan,0
Michelleport,1
Jorgestad,0
New Marissa,0
North Anna,1
Carpenterville,1
Rubenhaven,1
South Jeanetteland,1
Lancefort,0
Rachelfort,1
South Jeffreyton,1
Jillhaven,1
New Aaron,1
Ryanbury,1
Jamestown,0
Lake Anitaport,0
Pearsonborough,0
Williamborough,0
Russostad,1
Lewisland,1
Port Anthonyton,0
New Jonathanberg,0
Goodmanshire,1
New Brianview,1
South Paulville,0
Kimberlybury,0
West Cynthia,1
South Danielshire,0
Blairberg,1
West Jenna,1
Franklinfurt,0
South Lindamouth,0
West Brittany,0
Lake Robertstad,0
Port Jose,0
Loweport,1
Edwinport,1
Haynesport,1
Amandaburgh,0
Butlerville,0
Laurenberg,0
North Steventon,1
Martinezland,0
Laurenborough,1
Lake Marc,0
Sandraside,0
Amyshire,0
East Laurie,0
Baileyville,0
West Kristyville,0
New Andrewside,1
East Kiara,1
Maldonadochester,1
Dawnland,0
Brittanyfurt,1
Theresamouth,0
Gonzalezmouth,1
New Meganmouth,1
Andreaport,1
South Aprilburgh,0
Cunninghammouth,0
Jessicaport,0
South Larryville,0
East Leslie,1
Lake Seanport,0
New Hannah,1
Pricefurt,0
South Jaimefurt,0
Jimmymouth,1
Wesleyburgh,1
Snyderborough,0
Kristenshire,0
New Steven,0
New Emma,1
Lake Samanthaville,1
Port Jessicaland,0
North Alison,0
Rodriguezhaven,0
New Stacyhaven,0
South Donaldton,1
West Briantown,1
Philipburgh,0
Lyonsberg,0
Jacquelinehaven,0
Sanchezton,0
New Phillip,1
Alibury,1
West Heatherside,1
Spencerborough,0
West Emilyborough,0
Mckayfort,1
Nielsenside,1
Josephfurt,1
Hamiltonhaven,0
East Ralph,1
South Phillip,1
New Antonio,1
South Aprilfurt,1
South Gregoryborough,1
Kirbyshire,1
Allenport,1
Lake Susanville,0
West Tony,0
Teresashire,1
North Lisaberg,0
Lake Harry,0
North Curtisview,0
West Charles,1
Apriltown,1
New Arieltown,0
Port Lawrenceside,1
Carlosbury,0
North Lisa,1
Port Kathleenland,1
Larrymouth,1
Woodtown,0
Allenfurt,1
East Tracy,1
Thomasstad,0
Nicholasshire,0
New Evelyn,1
New Victoriaview,1
New Wandamouth,1
New Garrettmouth,0
Campbellburgh,1
Port Madison,1
Brewerstad,1
Katiemouth,1
Millerbury,0
Malloryside,1
Port Joan,1
East Bonnie,0
Port Alan,1
Andrewsside,1
Oliviaton,1
Lisaside,1
Welchport,1
Lake Nancystad,0
West Mason,0
West Calebborough,0
West Trevor,1
Jeffton,0
Dianeberg,0
Hansenshire,0
New Christinabury,1
South Jeffery,0
North Veronicaborough,1
Marytown,1
Samanthachester,1
Allenfort,1
Forbesstad,0
Lake Carolborough,1
West Charlotte,1
Singletonberg,1
East Dawn,0
Sheltonside,0
Barbaratown,0
West Philliptown,0
Shannonport,1
Meganfort,1
Jacquelineside,0
Marissaview,0
New Brett,0
Lindseyborough,0
Tateburgh,0
New Heatherland,1
South Rachelfort,0
New Belindatown,1
Lake Paulashire,1
Lake Amy,1
Lake Chrisport,1
Blackburnhaven,0
South Diana,0
North Dominique,1
South Barbarahaven,1
Cristianfurt,1
Nealview,1
North Shanebury,0
Bergerborough,0
Jacquelineborough,0
Mosleystad,1
Vasquezview,1
Toddborough,0
Lake Brianland,0
Port Erinborough,1
West Garrettbury,0
New Karl,1
Tommychester,1
Lake Joshua,0
West Juan,0
Ashleyborough,1
South Aaron,1
Lake Patriciamouth,0
East Gabriel,0
Coleton,1
Sueborough,1
South Erinchester,0
Danielfort,0
Munozport,0
Christopherhaven,1
Danielport,0
Nicoletown,0
Chloemouth,1
Solomonport,0
New Dylanhaven,1
Harveymouth,0
South Rachel,0
Martinstad,1
Port Megan,1
Carlsonview,1
Underwoodchester,0
Paceberg,0
North April,0
North Troyfort,0
Port Sylvia,0
East Lisafurt,1
West Andrewport,1
North Leonard,0
Port Michaelburgh,0
Mirandaburgh,1
Port Timothyland,0
New Josephmouth,1
South Karenstad,0
North Catherine,1
Barnettborough,0
Lake Veronicafurt,0
Merrittmouth,0
Loweborough,0
Joshuaport,1
Powellview,1
Zacharyburgh,0
Robersonchester,0
East Shirleyhaven,1
Blairton,1
Lake Samanthatown,1
East Francisco,1
Lake Donnaberg,0
Ashleyburgh,0
Donnachester,0
Joshuastad,1
Port Thomasborough,0
Brendabury,1
Galvanberg,0
New Vickie,0
Jillchester,0
South Ruthview,1
West Martha,0
Suzanneport,0
Ingramland,0
South Steven,0
Bobstad,1
Simpsonchester,0
Melissaburgh,1
North Joseph,0
South Angelicaburgh,0
West Martinborough,1
North Patriciaton,0
Huertaland,1
Randallfurt,0
Hayesville,1
Alanmouth,0
Dannyshire,1
Royfurt,1
Lewismouth,0
Montgomerymouth,0
Harrisfurt,0
New Jeffreyburgh,0
New Bettymouth,1
West Davidmouth,0
Spencertown,1
Barryview,1
Reevesburgh,1
Jeffreyborough,0
Michellebury,0
Blakeview,0
East Johnshire,0
West Veronicaport,1
South Brandimouth,1
South Adam,1
Welchmouth,0
Crystaltown,0
Sierrahaven,0
Kylechester,0
Christinehaven,0
Cowanbury,1
Simmonsstad,0
Jeffreymouth,1
East Cheyennemouth,1
South Jordanshire,1
Jennytown,1
Hamiltonburgh,1
South Carlborough,1
South Chloe,1
Christineville,1
Lake Elizabethborough,0
Hohaven,1
Christinemouth,0
Weberberg,0
Murphyhaven,0
Donovanport,0
Smithport,1
New Samanthabury,1
Melissaview,1
West Eileenside,0
Cannonborough,0
South Amberport,0
Benitezhaven,1
West Lauraport,1
New Tommyton,1
East Robertochester,1
Robleshaven,0
Margaretborough,0
New Emilyview,1
New Marissaville,1
Fischerfurt,0
Port Jamiebury,1
West Valerie,1
New Marystad,0
North Kimberly,1
New Lucasmouth,0
Jeffreyville,1
Rojasville,1
West Apriltown,1
Garrettmouth,0
West Brandon,0
Kristinetown,1
West Michaeltown,1
Olsenhaven,0
East Ashleybury,1
Leonberg,0
Millerton,1
South Judyfort,0
New Alan,0
Lake Ashleyshire,1
East Leahstad,1
New Michaelland,0
Freemanborough,1
Nicolechester,1
Mistybury,1
West Marcusstad,1
North Jenniferchester,1
Lake Granthaven,1
Lake Bridget,1
South Ryanville,0
Murphybury,0
Port Sarah,1
Brittanyton,0
Simpsontown,0
West Andretown,0
North Paulshire,1
Vegafurt,0
Johnnyside,1
Laneport,0
Lake Johnburgh,1
Lake Wandatown,0
South Jody,1
North Dawnshire,0
South Erica,1
Johnsonfurt,0
New Madeline,0
East Jerry,1
Floresfort,0
Meganshire,0
West Raymondchester,1
Jamesside,0
Sarahhaven,1
Millerfurt,0
New Sheri,1
Port Danielbury,1
Zunigahaven,1
Maddoxtown,1
Lake Pamelaberg,0
Kimberlymouth,0
New Williamstad,1
North Katherinefurt,0
Smithland,0
Lake Kristenton,1
South Danielhaven,1
Port Johnport,0
West Christinaview,1
Sloanfurt,1
Moralesstad,1
East Robertview,0
South Curtis,1
Jordanhaven,1
East Tanyamouth,0
Paulamouth,0
East Christopherside,0
East Ryan,0
Jacobtown,1
East Mikemouth,1
Lake Daniellefurt,1
South William,1
Peterfurt,1
North Lisahaven,0
Erinport,0
Lake Audrey,0
North Kimberlyview,0
North Heatherchester,0
West Cherylview,1
Andersonmouth,1
Jillianborough,1
Nicholaston,1
North Alyssa,0
East Davidborough,1
East Erinview,1
Lake Lindsey,0
Robynside,1
New Stephanie,1
Port Carolton,1
Port Amytown,1
New Haleyberg,0
Garciachester,0
New Brittanytown,0
Lake Anthony,1
Vanessaville,1
Berryview,0
Hendersonside,1
Lake Juanview,0
South Kathryn,1
West Annaland,0
East Anitaland,0
Salazarmouth,0
New Laurenburgh,1
Port Gregory,0
South Rickyfort,0
New Cathy,1
West Tammy,0
Schmidtborough,1
Ashleyshire,1
Rivasview,0
Jonesville,1
Velasquezberg,0
Dunlapmouth,0
East Marchaven,0
South Alexiston,0
Robinsonview,0
East Michaelstad,1
Judithfort,0
West Nicolefort,1
Jesusmouth,1
Stephensborough,0
North Kelliburgh,1
Simmonsbury,1
Tinashire,1
Kempview,0
Michaelfort,0
Greenbury,1
East Zacharyton,1
Alvaradoside,0
Webstermouth,1
West Lynn,0
Port Rebecca,0
West Sethland,0
Hamiltonberg,0
North Kennethville,1
North Ashley,1
Turnerchester,0
Fishertown,0
Port Krystal,0
North Valerie,1
New Greg,0
Jamesburgh,0
Romeroborough,0
West Patrickview,1
Tannerland,0
Davisland,1
North Leah,0
Matthewsborough,1
Port Andrealand,1
Floydmouth,1
Whitestad,1
Carlsonton,1
Suzannechester,1
Briggsmouth,0
New Tonya,1
East Danaton,0
Matthewbury,1
South Loganchester,1
Adamstown,0
New Sonya,0
East Latashafurt,0
Oconnorland,1
Kellyland,0
West Katherineshire,1
Port Annette,1
Fowlerland,1
South Amanda,0
Port Stevenborough,0
East Michellemouth,0
North Richardchester,0
Kellyberg,0
Banksbury,1
Smithville,1
West Amandaview,0
North Johnfort,0
Andersonton,1
Blakeberg,0
Keithfort,0
East Julie,0
Ashleyton,1
North Hunter,0
North Kellyview,0
Bonniefurt,1
Shelbyshire,0
Staceyview,1
Bruceshire,0
West Stevenshire,1
South Bethany,0
Nicholasmouth,0
Port Adriantown,1
Murphyville,1
Lake Amyville,0
Youngstad,1
Lake Ronald,0
Bauerberg,1
South Rodneyview,0
Hardingborough,1
Perryburgh,0
Evanside,1
Travisburgh,1
Schneiderland,0
Dickersonland,0
Christianton,0
Smithburgh,1
Nelsonberg,0
Randallton,1
North Tammy,1
New Valerie,1
West Teresastad,0
West Lindsayside,1
Dianefurt,0
Anthonyland,1
North Thomas,0
Smithside,1
Lake Miranda,1
Brooksmouth,1
West Shelly,0
East Jeremyville,1
Collinsside,1
Wardstad,0
Dixonstad,1
Lake Michaelfort,0
Stephenport,1
Port Anthonyshire,0
West Daisy,0
West Manuelside,1
Ashleychester,1
Andrewtown,1
Lake Randyberg,1
South Marybury,1
Christianberg,1
Davidberg,0
Rogersstad,1
Masseyfort,0
Gonzalezside,0
Jacobburgh,0
Mayerbury,1
Adamstad,1
Lake Jonathanshire,1
Lake Charles,0
North Victorville,0
Lake Elizabethfort,1
West Tyler,0
New Donaldton,0
West Rachaeltown,0
Cookchester,0
Colleenfurt,0
Brightfort,1
East Ashleymouth,0
Bryanberg,0
Jacksonport,1
South Paulton,0
Lake Katherineview,0
Bradyburgh,1
East Albert,1
Karenburgh,0
West Barry,1
Craigton,1
Laurenchester,1
Lake Kathleenfort,0
Braunfort,0
West Cindyville,1
East Amberside,1
South Jonborough,1
Jonesshire,1
Littlehaven,1
Philipview,0
North Annette,1
Port Austinville,1
Jillside,0
New Nancy,1
Fernandoshire,0
Lake Andrewhaven,0
Nashtown,0
Nguyenville,0
Lake Deborahmouth,1
Bairdton,0
Port Lori,1
New Benjaminberg,0
East Anthonyside,1
Port Daleview,0
Justinview,1
Port Austinchester,0
Kristieport,1
Dianatown,1
South Mikaylaside,1
East Alexandria,1
New Jillport,1
Port Robertberg,1
Deniseberg,1
Ethanberg,0
Vazquezland,0
North Ryanport,0
Flowersbury,0
North Justin,0
East Jimmyfurt,0
West Ronaldhaven,1
North Kristineton,1
Kyleburgh,0
Frazierland,1
Lake Joannaside,0
Port Meganborough,1
South Grant,1
Anthonystad,1
Hansonton,0
South Teresaland,0
Caitlinfurt,1
Raymondport,0
Sandersburgh,0
Port Natashaland,1
Mendozaton,0
Wagnertown,1
North Brianna,0
West Rebeccaland,1
East Christopherfort,1
South Davidchester,0
Cranefurt,1
Suefurt,0
South Juan,1
Port Sue,0
East Nicolemouth,0
Mendezmouth,1
Janethaven,1
South Karafurt,0
Port Diana,1
Bryantshire,0
North Elizabeth,1
South Felicia,1
Powellburgh,1
West Johnborough,1
Bellberg,1
Lake Joannemouth,1
North Anthonytown,0
Lake Jeanhaven,1
Tanyaborough,1
Yangview,0
Zimmermanchester,1
Davidland,0
North Barbara,1
South Cherylstad,0
Pierceville,1
Hillborough,0
Littleborough,0
Greenborough,1
South Barbarachester,0
Aguilarburgh,1
Spencerstad,0
Lake Joshuatown,0
Williamview,0
New Melissaview,0
West Ronaldfort,0
Ochoaport,1
Tylerburgh,0
Shaunmouth,0
Samuelhaven,0
West Walter,0
New Veronicaberg,1
Port Rubenmouth,1
Whitefort,0
South Susanhaven,0
Roseburgh,0
Port Susan,0
East Theresabury,1
North Krista,0
Crossmouth,0
Ritterberg,0
East Denisemouth,1
South Lorrainefort,0
Amandatown,1
Browningfort,1
Phillipview,0
Port Joseville,0
East Cynthiaborough,1
South Craigfort,1
New Normaberg,1
Paulfurt,0
East Laura,1
Briannaland,0
Port Markfort,1
Port Alyssa,1
Solomonborough,0
Lake Lauramouth,0
Robertsonberg,0
Tonymouth,1
West Annborough,1
Glassburgh,0
Davidhaven,0
Port Nathaniel,1
Amyview,0
Garciafurt,1
North Williamhaven,0
North Rebeccahaven,0
Amandachester,0
North Anthonychester,0
New Kevinchester,0
Port Karenmouth,0
Atkinsonport,0
East Kevin,0
Greenview,0
North Tiffanytown,1
Greenfort,1
Lake Sarahchester,1
Leeborough,1
Greenton,1
Roachberg,0
Jacobland,0
Amychester,0
Shaneberg,1
Port Natalieburgh,1
Turnerland,0
Port Kaitlyn,0
West Bruceview,0
Port Johnhaven,1
Port Ianmouth,1
West Morganmouth,0
Port Tiffanyburgh,1
Travisstad,0
Chapmanhaven,0
East Dalton,1
Wendyburgh,1
Port Holly,0
Youngmouth,1
Lake Danieltown,0
New Hollyport,0
Stevenville,0
Churchberg,0
Martinezville,1
Starkton,1
Port Christinefort,1
East Masonton,0
West Chad,0
Lake Crystalland,1
Beardshire,0
Christon,0
North Lorifort,1
Lake Elaine,0
East Melissaborough,0
East Troy,1
Powersville,1
South Erin,0
Batesland,0
Lake Stacyfort,0
Emilyshire,1
New Robertmouth,1
South Bryanhaven,0
Annefort,1
East Juanberg,0
Port Matthewview,0
New Beth,0
Pittmanhaven,1
West Dawnberg,0
South Carmen,0
Lake Robertton,0
Kennethberg,1
South Wandafort,0
Dawnton,0
Stevensonhaven,0
Sanchezstad,0
New Kimberlybury,0
Palmerfort,0
North Reginaldburgh,0
Lake Scottborough,0
Foxborough,1
Brightview,0
Nicholsmouth,0
Parkerport,1
West Garyborough,1
Edwardburgh,1
Swansonside,1
East Kimtown,1
Port Rose,0
Amberton,1
East Amyland,0
East Kaylamouth,0
West Isaac,0
Mirandahaven,0
West Leslie,1
West Richardmouth,1
Eatonstad,0
New Jeremy,1
East Paulside,0
Lake Patrickbury,1
Lake Jonathantown,1
Leonland,1
West Melissaton,0
West Christophermouth,0
Lake Danielmouth,0
Mikeborough,0
Aguilarstad,0
Gentrystad,1
West Nathan,0
South Joshuaville,0
East Krista,1
Jasonfort,1
Hardyfurt,0
East Jessicaville,1
Lake Morganfurt,0
Carlborough,1
New Roger,0
South Aimeetown,1
Lopezfurt,0
Robertburgh,1
Christopherbury,1
Waltersbury,1
Brendamouth,0
Lake Matthewborough,1
South Dalton,0
West Kevinside,0
Tinafort,1
Grossville,1
South Alicialand,1
New Codyport,0
Sophialand,0
New Jessicaview,0
Port Nicole,0
North Aaronbury,0
Port Karen,0
South Micheleville,1
East Kimberlymouth,1
Lake Karenberg,0
North Brandonborough,1
Nicholasburgh,1
Lake Janetberg,1
Harrisonburgh,1
West Shelby,1
Johnbury,0
Smithchester,1
Dawnhaven,0
Freemanville,0
Port Vincent,1
Fryeton,1
West Dianeport,1
North Annhaven,1
Lake Ian,0
Larsonbury,1
Brownside,0
Port Samuelberg,1
Coleport,0
South Shane,1
North Michaelchester,0
Grimestown,0
Townsendville,0
Josephland,0
North Helenmouth,0
West Jacobfurt,0
New Yolandaton,0
Geraldview,0
South Jamesbury,0
East Dawnview,1
Brentshire,0
West Larry,1
New Sherrihaven,0
South Bethanyfurt,1
Clarkstad,0
Port Christine,0
Port Carolynport,1
West Cynthiaport,1
Christophermouth,1
New Alexandraside,0
Washingtonview,0
Riveraborough,0
Christopherborough,0
West Rachelfort,0
West Ashlee,0
New Abigail,0
Rosalesshire,1
Bryanfort,1
West Michaelburgh,0
Lake Davidstad,0
Robertsonmouth,0
East Robertstad,0
Warrenhaven,1
Debraborough,1
North Martin,0
East Brianfort,0
Anthonyview,1
East Julieton,1
West Katie,1
South Jessicabury,1
Port Nicholasside,1
Kyleshire,0
West Lawrenceshire,1
East Natalieshire,0
East Kennethton,1
Fosterberg,0
Hornchester,0
Vickiburgh,1
Gambletown,1
Manueltown,0
Douglasfort,0
Lake Isabelport,1
Vazquezhaven,0
Sanchezview,1
West Annette,0
Harrisonshire,1
Leslieburgh,0
Gardnerton,0
Juliatown,1
West Kellyborough,1
Mcmahonfort,0
Westtown,1
South Mollymouth,1
East Jenniferland,0
Kelleymouth,1
Dixonfurt,0
Lake Reneeburgh,1
Lisafort,1
Vasquezborough,0
Kellerton,0
Lake Kimberly,0
Rhodeshaven,0
Judyshire,1
New Jeanton,0
Shahland,1
South Jessicafurt,0
Jacobshire,0
Port Mary,0
Josephmouth,0
Wangview,0
Brandtfurt,0
Julieborough,0
North Ryanhaven,0
West Brianside,0
Judyton,0
Port Christopherstad,0
North Georgebury,0
New Scottland,0
Bishopshire,0
West Samantha,0
Lake Jared,0
Phillipsville,1
Chapmanchester,1
Meadowshaven,0
Leonardchester,1
West Joshuachester,1
Andrealand,1
Mullinschester,0
Mendozastad,0
Webbview,1
South Derrick,0
Leonstad,0
Chandlershire,1
Yvonneborough,0
Randyburgh,0
Cassandraville,1
South Jenniferstad,1
Wayneland,0
Lake Desireetown,0
Brittneytown,0
Rebeccamouth,0
Port Kimberlyberg,0
Youngfort,0
East Robin,0
South Johnnymouth,1
Cuevasview,0
Frankville,1
Port Thomasmouth,1
Lewisborough,1
South Kathleenchester,0
Sallyland,0
Reeseshire,1
New Jenniferfort,1
West Michelleberg,1
Andreamouth,1
Murilloshire,0
Burnsshire,0
Pachecoton,0
North Nancyside,1
Benjaminberg,0
Lindsayville,0
Parkerhaven,1
Nelsonside,1
Wagnerton,0
North Kathyport,0
East Calvinmouth,0
South Rodneyside,1
North Emmafurt,1
Lake Davidshire,1
Hansenhaven,0
South Katelynchester,1
Lake Kellie,0
East Katherineview,0
Port Arthur,1
West Sara,0
Hurstton,1
Maldonadoberg,0
Palmerburgh,0
New Timothystad,0
West Jeffreyborough,0
South Zachary,1
Kevinmouth,0
Lloydfort,1
Stewarthaven,0
West Shannon,1
Lake Yolandaburgh,0
Rubenview,0
New Jodi,1
Port Danaborough,1
East Theresa,0
Morsetown,1
New Lisafort,1
Geneland,1
Jennabury,0
Lake Brianmouth,1
Moraleschester,0
Lake Stephen,1
Stevestad,0
Kennethchester,0
West Karimouth,1
Lake Fred,1
Lucasview,1
Stephaniefort,0
East Wesley,0
Simsmouth,0
Lake Heatherville,1
Lukefurt,1
South Janeside,1
Bellville,0
South Allisonshire,1
East Shelleyhaven,1
West Timothy,0
North Jenniferport,1
Longbury,0
Holmesburgh,1
Katrinafurt,0
Charlesfort,0
Port Markbury,0
Lake Timothyfort,0
Mariachester,0
Kendraton,1
West Adammouth,1
Huertaside,1
East Johnfort,1
New Tara,1
East Michaeltown,1
East Jenniferbury,0
Lake Joseside,0
Kendrahaven,0
Copelandborough,0
New Allen,1
Haleside,1
West Elizabethtown,1
Port Katherine,0
New Kenneth,1
Oscarmouth,1
Littlemouth,0
Greenhaven,1
New Deanna,1
Lake Karen,1
East Jamesmouth,1
West Jasonside,1
Freemanfort,1
Charlotteville,0
West Clairefurt,1
Rebeccaport,0
Peggyborough,1
Allisonville,0
South Carlos,1
Port Laura,1
New Sheena,1
Sheenaborough,1
Haysberg,1
Palmerfurt,1
Josehaven,0
New Meganchester,0
West Franciscoport,0
South Alexandraberg,1
East Johnside,0
New Meganshire,1
Thompsonchester,0
Kellyburgh,0
Tamaraton,0
West Gavinbury,1
Port Cynthia,1
Kingland,1
Phillipsland,1
Lake Theresaville,0
North Dawnland,1
Allenmouth,1
Powellshire,0
East Jasmine,0
North Kathryn,0
East Kenneth,1
Alexandriaborough,0
North Jessicafurt,1
South Caroline,0
North Andreland,0
Gonzalezborough,0
Port Matthewstad,0
Stacieport,1
South Roberta,0
North Madisonport,0
Lake Karenton,0
Jacobsfurt,1
North Davidmouth,0
Patriciaberg,0
East Christian,0
Cruztown,0
Port Sarahborough,0
Barkerchester,1
Silvafort,1
New Shannon,0
Rossstad,0
New Williamberg,1
Troymouth,1
Port Sarahville,0
South Lisaview,1
North Brenda,1
Middletonburgh,0
East Derekburgh,0
Hernandezton,1
Romerofurt,0
Burkebury,1
West Dustinbury,1
Kerrhaven,1
Jamesland,1
West Darrellland,1
Kirkstad,0
Hickschester,1
East Mariohaven,0
Lake Jessicabury,1
Morriston,1
West Alexafurt,0
Lake Annettebury,1
Clarkbury,1
Quinnview,1
Caitlintown,1
Molinachester,0
Bethborough,1
New Jonathanhaven,1
West Carlyberg,0
Barronbury,1
Lake Cathy,0
West Kevinburgh,0
Marisaberg,0
North Gary,0
East Sheila,0
Riveramouth,1
Dyerside,0
North Frances,1
West Heatherview,1
Webermouth,1
East Donnastad,1
Maryberg,0
West Edwardport,0
Clinechester,1
Port Brandonland,1
Valenzuelaland,0
North Denisechester,0
Donovanmouth,1
Nielsenmouth,0
Zunigamouth,0
South Michelleville,1
South Rachelchester,0
Lucerochester,0
Crosbychester,0
Carlachester,0
Port Kathleen,0
South Cristian,1
West Stacy,0
East Marychester,1
Brianbury,1
Connorfort,0
Brownview,0
Thomasville,1
New Chris,0
East Jason,0
Rickeyfurt,0
Lake Nicholasburgh,1
West Robin,0
Lake Amyview,1
South Matthewberg,0
East Carlmouth,1
Garciaview,1
New Robertbury,1
South Monica,0
Jerryside,1
West Maryshire,0
Spencerland,0
Loribury,0
Gillland,1
Josephshire,1
East Amberhaven,0
Pattersonport,0
West Marcusfurt,1
Lake Eugene,1
Williamsburgh,1
East Richardhaven,0
New Cathymouth,1
Port Ernestborough,1
Port Kristinchester,0
East Crystalfort,0
North Pamelashire,1
Boyerstad,0
West Elizabethhaven,1
Lake Edward,1
Terrymouth,0
Jordanton,1
Charlesmouth,1
West Deniseville,0
Sanchezfurt,0
Burketon,0
South Jack,1
South Amandastad,0
Ryanside,0
Caseyshire,0
Lake Bryantown,1
North Cory,0
Chavezport,1
Butlertown,0
Salazarfurt,1
West Wendymouth,1
Glennmouth,0
Brendaview,1
Port Martha,1
Rhodesside,1
Marshchester,1
South Zacharytown,0
Port Lindsayport,1
Fletchershire,0
Clairetown,0
Carlsonshire,1
New Rebeccamouth,0
Sarahmouth,1
Lopezchester,1
Johnsonville,0
New Nicholas,0
Aimeebury,0
Jonesport,0
New Wendyton,1
Gavinmouth,1
Heidiland,0
Keithview,1
West Deanna,0
Lake Roy,1
Port Peter,0
Griffinfort,1
Laratown,0
East Katiechester,1
East Aaronchester,1
Patrickchester,0
Blevinsstad,0
Shawnchester,1
South Amber,0
West Samuel,1
Shannonfort,0
Lake Rebeccaborough,0
Lake Christine,0
West Dianahaven,1
Williamport,1
East Billyville,0
North Christytown,0
North Justinborough,0
Shawton,1
East Shelbymouth,1
Megantown,1
West Kevinville,1
New Patrick,1
South Grace,1
East Mistyland,0
Gonzalesport,1
New Brianshire,0
Veronicafurt,0
Cochranhaven,0
Mercedestown,1
Aaronshire,0
Port Krystalborough,0
Port Claire,1
New Johnmouth,1
Timothyside,1
Port Katiemouth,1
Aguirrechester,0
North Ana,1
West Stephaniemouth,0
New Hayleychester,0
Seanshire,0
North Paigemouth,1
East Shannonville,1
Meyerberg,0
Porterfurt,0
South Phyllis,0
Lynnland,0
North Kevinland,0
Morrowfort,1
Sanchezside,1
North Brianburgh,1
Theresaport,0
New Richard,0
Port Connor,0
Jonathanfurt,0
Sotohaven,0
Port Dakotaborough,0
South Jimmyside,1
Markborough,1
South Samuelview,1
Craigbury,1
Marshallmouth,0
Colechester,0
Annhaven,1
West Duane,0
Harrisonview,0
North Nataliechester,1
North Kristina,1
Port Danielside,0
Lake Jenniferside,1
South Rebekah,1
New Laurenmouth,0
Wendyfurt,1
Lake Tina,1
North Johnmouth,0
West Tonyfort,1
Julianland,0
West Jessica,0
Mckeehaven,0
Port Staceyfurt,1
Jefferyfurt,0
South Matthew,1
Micheleview,0
Lake Garrett,0
Huntertown,0
North Jessicafort,0
West Kimberlyburgh,1
West Harold,0
Vaughanburgh,1
Carolchester,0
Lake Gabriel,0
Mariaview,1
Hallshire,1
Port Josephmouth,1
Petersonside,0
New Cynthiafort,0
New Paulberg,0
Roberthaven,0
East Alexandraview,0
East Karenland,0
North Taylor,1
Monicaland,1
South Donaldshire,0
Robertsland,0
West Scottfurt,0
Cookshire,0
Harmonport,0
South Michaelberg,0
Kennethport,1
Port Jessicafurt,1
North Patricia,0
Port Laurashire,1
Lesliestad,1
Caseystad,0
East Daisyport,1
West Michaelside,0
West Louis,1
Harrisonville,1
Steelefort,0
South Kristy,0
New Theodoreberg,1
New Donna,0
North Louischester,0
Lake Kennethfurt,0
Patelfort,0
Aguirrebury,1
Cunninghamburgh,1
Lake Michaelborough,0
Roybury,1
Lake Denise,1
East Wendy,1
Gonzalezbury,0
Lake Tiffany,0
Snowland,0
Gonzalezfurt,1
Lisaview,1
Rhondaberg,0
Valdezburgh,1
Parkhaven,0
East Trevorburgh,1
South Terriview,0
Paulburgh,1
Jonesfort,1
Amyfort,0
Gabriellebury,0
Hannahborough,1
New Katelyn,1
Fitzpatrickborough,1
Lake Paulatown,0
West Samuelchester,0
Edwardston,0
Bensonbury,1
Port Jeffreychester,0
Amandahaven,0
Kristaview,0
Ashleyberg,1
Jesusfort,0
West Ashleystad,0
Dianaview,0
Port Kathrynmouth,0
West Carol,0
Jessicachester,0
East Natalie,0
East Abigailland,1
North Joshua,0
Port Kelly,0
Jonathanton,1
Jasminemouth,1
Catherinetown,0
South Tricia,1
Port Anne,1
Dianemouth,0
Collinshaven,1
North Glenda,1
Schmittburgh,0
West Courtneytown,0
Brittanyville,1
Port Sharon,1
Omarmouth,0
New Brianchester,0
West Aaronborough,0
Kennedybury,0
New Andrewberg,1
